# SampleRate: 250
# Created: 2026-06-09T14:37:42
Time,CH1,CH2,Marker,Valence,Arousal,TaskLabel
0.0000,-7.63,-0.41,,0.0,0.0,Normal
0.0040,-5.51,4.62,,0.0,0.0,Normal
0.0080,-2.57,5.55,,0.0,0.0,Normal
0.0120,0.29,4.40,,0.0,0.0,Normal
0.0160,3.77,7.73,,0.0,0.0,Normal
0.0200,0.18,6.88,,0.0,0.0,Normal
0.0240,-9.53,1.67,,0.0,0.0,Normal
0.0280,-5.90,4.21,,0.0,0.0,Normal
0.0320,5.35,10.33,,0.0,0.0,Normal
0.0360,0.70,5.73,,0.0,0.0,Normal
0.0400,-7.59,-0.07,,0.0,0.0,Normal
0.0440,-2.86,6.93,,0.0,0.0,Normal
0.0480,2.72,11.74,,0.0,0.0,Normal
0.0520,3.22,8.16,,0.0,0.0,Normal
0.0560,2.55,6.10,,0.0,0.0,Normal
0.0600,-1.53,5.16,,0.0,0.0,Normal
0.0640,-4.89,6.84,,0.0,0.0,Normal
0.0680,-5.74,7.21,,0.0,0.0,Normal
0.0720,-11.57,-0.59,,0.0,0.0,Normal
0.0760,-17.16,-8.27,,0.0,0.0,Normal
0.0800,-16.43,-9.05,,0.0,0.0,Normal
0.0840,-13.78,-5.70,,0.0,0.0,Normal
0.0880,-6.56,-1.70,,0.0,0.0,Normal
0.0920,1.98,0.31,,0.0,0.0,Normal
0.0960,2.66,-0.64,,0.0,0.0,Normal
0.1000,1.49,1.34,,0.0,0.0,Normal
0.1040,6.18,9.22,,0.0,0.0,Normal
0.1080,15.24,16.08,,0.0,0.0,Normal
0.1120,21.02,19.49,,0.0,0.0,Normal
0.1160,14.61,15.02,,0.0,0.0,Normal
0.1200,4.67,5.49,,0.0,0.0,Normal
0.1240,5.53,5.62,,0.0,0.0,Normal
0.1280,8.99,7.61,,0.0,0.0,Normal
0.1320,7.47,3.63,,0.0,0.0,Normal
0.1360,8.56,3.56,,0.0,0.0,Normal
0.1400,7.48,4.40,,0.0,0.0,Normal
0.1440,-0.75,-0.10,,0.0,0.0,Normal
0.1480,-2.85,-4.04,,0.0,0.0,Normal
0.1520,2.46,-2.15,,0.0,0.0,Normal
0.1560,3.72,-0.12,,0.0,0.0,Normal
0.1600,2.57,-1.01,,0.0,0.0,Normal
0.1640,4.93,1.67,,0.0,0.0,Normal
0.1680,8.51,4.66,,0.0,0.0,Normal
0.1720,8.15,3.23,,0.0,0.0,Normal
0.1760,6.77,2.92,,0.0,0.0,Normal
0.1800,7.93,5.69,,0.0,0.0,Normal
0.1840,7.00,7.52,,0.0,0.0,Normal
0.1880,6.44,6.61,,0.0,0.0,Normal
0.1920,9.60,6.09,,0.0,0.0,Normal
0.1960,11.16,6.80,,0.0,0.0,Normal
0.2000,9.98,7.72,,0.0,0.0,Normal
0.2040,8.29,7.86,,0.0,0.0,Normal
0.2080,8.16,4.29,,0.0,0.0,Normal
0.2120,7.44,-0.46,,0.0,0.0,Normal
0.2160,0.78,-5.75,,0.0,0.0,Normal
0.2200,-6.54,-10.54,,0.0,0.0,Normal
0.2240,-6.47,-8.97,,0.0,0.0,Normal
0.2280,-2.32,-7.27,,0.0,0.0,Normal
0.2320,0.10,-9.23,,0.0,0.0,Normal
0.2360,1.48,-7.63,,0.0,0.0,Normal
0.2400,3.75,-2.11,,0.0,0.0,Normal
0.2440,5.80,2.62,,0.0,0.0,Normal
0.2480,6.88,3.78,,0.0,0.0,Normal
0.2520,6.68,2.81,,0.0,0.0,Normal
0.2560,2.72,-1.47,,0.0,0.0,Normal
0.2600,-4.30,-6.63,,0.0,0.0,Normal
0.2640,-5.54,-3.24,,0.0,0.0,Normal
0.2680,1.33,2.16,,0.0,0.0,Normal
0.2720,3.29,-0.17,,0.0,0.0,Normal
0.2760,-3.05,-4.87,,0.0,0.0,Normal
0.2800,-7.13,-4.79,,0.0,0.0,Normal
0.2840,-7.10,-0.78,,0.0,0.0,Normal
0.2880,-6.93,-0.69,,0.0,0.0,Normal
0.2920,-7.99,-4.26,,0.0,0.0,Normal
