# SampleRate: 250
# Created: 2026-06-09T14:58:37
Time,CH1,CH2,Marker,Valence,Arousal,TaskLabel
0.0000,2.46,0.19,,0.0,0.0,Normal
0.0040,-0.25,-1.36,,0.0,0.0,Normal
0.0080,-0.58,-2.00,,0.0,0.0,Normal
0.0120,1.22,-2.23,,0.0,0.0,Normal
0.0160,2.72,-1.40,,0.0,0.0,Normal
0.0200,3.77,1.03,,0.0,0.0,Normal
0.0240,5.23,3.26,,0.0,0.0,Normal
0.0280,6.55,4.76,,0.0,0.0,Normal
0.0320,6.61,4.29,,0.0,0.0,Normal
0.0360,7.37,0.70,,0.0,0.0,Normal
0.0400,9.44,0.39,,0.0,0.0,Normal
0.0440,9.11,4.16,,0.0,0.0,Normal
0.0480,6.86,4.32,,0.0,0.0,Normal
0.0520,6.96,2.14,,0.0,0.0,Normal
0.0560,8.63,0.31,,0.0,0.0,Normal
0.0600,7.47,-2.56,,0.0,0.0,Normal
0.0640,4.13,-3.71,,0.0,0.0,Normal
0.0680,3.06,-1.20,,0.0,0.0,Normal
0.0720,3.32,0.55,,0.0,0.0,Normal
0.0760,2.19,-1.88,,0.0,0.0,Normal
0.0800,0.76,-3.79,,0.0,0.0,Normal
0.0840,-0.80,-3.55,,0.0,0.0,Normal
0.0880,-1.21,-4.07,,0.0,0.0,Normal
0.0920,1.16,-3.27,,0.0,0.0,Normal
0.0960,1.76,-3.85,,0.0,0.0,Normal
0.1000,-0.56,-7.21,,0.0,0.0,Normal
0.1040,0.36,-5.65,,0.0,0.0,Normal
0.1080,3.21,-1.74,,0.0,0.0,Normal
0.1120,2.67,-4.26,,0.0,0.0,Normal
0.1160,1.62,-8.47,,0.0,0.0,Normal
0.1200,1.76,-6.35,,0.0,0.0,Normal
0.1240,0.91,-2.40,,0.0,0.0,Normal
0.1280,1.24,-1.35,,0.0,0.0,Normal
0.1320,3.35,-0.68,,0.0,0.0,Normal
0.1360,3.72,-1.58,,0.0,0.0,Normal
0.1400,1.99,-3.63,,0.0,0.0,Normal
0.1440,0.75,-2.19,,0.0,0.0,Normal
0.1480,1.50,1.07,,0.0,0.0,Normal
