# SampleRate: 250
# Created: 2026-06-09T14:54:43
Time,CH1,CH2,Marker,Valence,Arousal,TaskLabel
0.0000,2.15,-1.88,,0.0,0.0,Normal
0.0040,0.80,-5.32,,0.0,0.0,Normal
0.0080,-3.52,-9.80,,0.0,0.0,Normal
0.0120,-6.98,-11.05,,0.0,0.0,Normal
0.0160,-10.14,-9.98,,0.0,0.0,Normal
0.0200,-9.82,-8.90,,0.0,0.0,Normal
0.0240,-2.41,-7.09,,0.0,0.0,Normal
0.0280,3.97,-2.48,,0.0,0.0,Normal
0.0320,5.78,1.51,,0.0,0.0,Normal
0.0360,7.60,1.83,,0.0,0.0,Normal
0.0400,9.06,0.69,,0.0,0.0,Normal
0.0440,8.61,0.32,,0.0,0.0,Normal
0.0480,6.12,0.70,,0.0,0.0,Normal
0.0520,3.73,1.62,,0.0,0.0,Normal
0.0560,4.92,4.77,,0.0,0.0,Normal
0.0600,7.68,6.83,,0.0,0.0,Normal
0.0640,6.74,5.49,,0.0,0.0,Normal
0.0680,4.09,5.94,,0.0,0.0,Normal
0.0720,5.29,6.82,,0.0,0.0,Normal
0.0760,8.10,6.09,,0.0,0.0,Normal
0.0800,10.80,7.21,,0.0,0.0,Normal
0.0840,12.25,7.91,,0.0,0.0,Normal
0.0880,9.17,6.25,,0.0,0.0,Normal
0.0920,7.77,6.25,,0.0,0.0,Normal
0.0960,11.45,8.31,,0.0,0.0,Normal
0.1000,13.11,6.79,,0.0,0.0,Normal
0.1040,11.45,3.92,,0.0,0.0,Normal
0.1080,10.55,6.62,,0.0,0.0,Normal
0.1120,10.94,9.66,,0.0,0.0,Normal
0.1160,10.27,8.45,,0.0,0.0,Normal
0.1200,8.74,5.29,,0.0,0.0,Normal
0.1240,7.64,2.09,,0.0,0.0,Normal
0.1280,6.17,2.46,,0.0,0.0,Normal
0.1320,4.31,3.14,,0.0,0.0,Normal
0.1360,2.93,0.40,,0.0,0.0,Normal
0.1400,3.10,-2.30,,0.0,0.0,Normal
0.1440,2.79,-3.39,,0.0,0.0,Normal
0.1480,1.07,-1.32,,0.0,0.0,Normal
0.1520,1.71,1.53,,0.0,0.0,Normal
0.1560,0.84,0.06,,0.0,0.0,Normal
0.1600,-4.86,-4.27,,0.0,0.0,Normal
0.1640,-6.73,-6.96,,0.0,0.0,Normal
0.1680,-3.10,-5.60,,0.0,0.0,Normal
0.1720,-3.13,-5.18,,0.0,0.0,Normal
0.1760,-7.89,-8.10,,0.0,0.0,Normal
0.1800,-8.94,-8.74,,0.0,0.0,Normal
0.1840,-5.29,-7.18,,0.0,0.0,Normal
0.1880,-3.20,-6.24,,0.0,0.0,Normal
0.1920,-2.09,-5.03,,0.0,0.0,Normal
0.1960,-0.57,-2.94,,0.0,0.0,Normal
0.2000,-1.61,-2.84,,0.0,0.0,Normal
0.2040,-3.29,-4.83,,0.0,0.0,Normal
0.2080,-0.94,-3.69,,0.0,0.0,Normal
0.2120,3.70,-0.50,,0.0,0.0,Normal
0.2160,4.10,0.16,,0.0,0.0,Normal
0.2200,0.87,-2.25,,0.0,0.0,Normal
0.2240,1.50,-3.37,,0.0,0.0,Normal
0.2280,4.98,0.16,,0.0,0.0,Normal
0.2320,5.69,2.96,,0.0,0.0,Normal
0.2360,6.70,4.88,,0.0,0.0,Normal
0.2400,12.72,8.40,,0.0,0.0,Normal
0.2440,19.91,9.50,,0.0,0.0,Normal
0.2480,22.88,9.91,,0.0,0.0,Normal
0.2520,22.38,11.20,,0.0,0.0,Normal
0.2560,20.05,10.78,,0.0,0.0,Normal
0.2600,17.95,8.69,,0.0,0.0,Normal
0.2640,17.50,6.40,,0.0,0.0,Normal
0.2680,15.85,5.52,,0.0,0.0,Normal
0.2720,13.37,5.15,,0.0,0.0,Normal
0.2760,12.13,4.82,,0.0,0.0,Normal
0.2800,11.92,4.83,,0.0,0.0,Normal
0.2840,11.83,4.68,,0.0,0.0,Normal
0.2880,8.64,4.88,,0.0,0.0,Normal
0.2920,3.51,4.28,,0.0,0.0,Normal
0.2960,1.56,3.51,,0.0,0.0,Normal
0.3000,2.58,2.55,,0.0,0.0,Normal
0.3040,2.16,-0.33,,0.0,0.0,Normal
0.3080,-1.42,-2.29,,0.0,0.0,Normal
0.3120,-4.39,-2.30,,0.0,0.0,Normal
0.3160,-3.80,-1.35,,0.0,0.0,Normal
0.3200,-0.85,-0.46,,0.0,0.0,Normal
0.3240,1.16,-0.34,,0.0,0.0,Normal
0.3280,0.37,0.61,,0.0,0.0,Normal
0.3320,0.20,0.95,,0.0,0.0,Normal
0.3360,2.39,0.79,,0.0,0.0,Normal
0.3400,4.87,0.58,,0.0,0.0,Normal
0.3440,6.59,-0.81,,0.0,0.0,Normal
0.3480,5.87,-0.84,,0.0,0.0,Normal
0.3520,3.56,-0.01,,0.0,0.0,Normal
0.3560,1.97,0.84,,0.0,0.0,Normal
0.3600,-0.35,-0.49,,0.0,0.0,Normal
0.3640,-3.85,-5.52,,0.0,0.0,Normal
0.3680,-5.82,-6.48,,0.0,0.0,Normal
0.3720,-6.74,-4.49,,0.0,0.0,Normal
