# SampleRate: 250
# Created: 2026-06-09T14:53:59
Time,CH1,CH2,Marker,Valence,Arousal,TaskLabel
0.0000,-11.18,-3.87,,0.0,0.0,Normal
0.0040,-8.47,-2.84,,0.0,0.0,Normal
0.0080,-6.38,-3.61,,0.0,0.0,Normal
0.0120,-7.53,-5.28,,0.0,0.0,Normal
0.0160,-5.89,-3.39,,0.0,0.0,Normal
0.0200,-2.53,0.98,,0.0,0.0,Normal
0.0240,0.14,2.97,,0.0,0.0,Normal
0.0280,2.52,2.37,,0.0,0.0,Normal
0.0320,2.84,0.86,,0.0,0.0,Normal
0.0360,-0.38,0.23,,0.0,0.0,Normal
0.0400,-4.51,0.29,,0.0,0.0,Normal
0.0440,-5.19,-0.67,,0.0,0.0,Normal
0.0480,-2.82,-2.45,,0.0,0.0,Normal
0.0520,-1.61,-4.31,,0.0,0.0,Normal
0.0560,-2.81,-3.31,,0.0,0.0,Normal
0.0600,-4.19,0.17,,0.0,0.0,Normal
0.0640,-5.24,0.52,,0.0,0.0,Normal
0.0680,-6.20,-2.04,,0.0,0.0,Normal
0.0720,-5.35,-3.06,,0.0,0.0,Normal
0.0760,-3.96,-1.21,,0.0,0.0,Normal
0.0800,-3.51,0.80,,0.0,0.0,Normal
0.0840,-0.83,0.59,,0.0,0.0,Normal
0.0880,3.13,-0.81,,0.0,0.0,Normal
0.0920,2.52,-2.46,,0.0,0.0,Normal
0.0960,-1.13,-2.26,,0.0,0.0,Normal
0.1000,0.10,1.18,,0.0,0.0,Normal
0.1040,5.61,4.56,,0.0,0.0,Normal
0.1080,7.84,4.92,,0.0,0.0,Normal
0.1120,6.40,3.33,,0.0,0.0,Normal
0.1160,4.83,2.29,,0.0,0.0,Normal
0.1200,4.47,2.07,,0.0,0.0,Normal
0.1240,5.82,2.04,,0.0,0.0,Normal
0.1280,7.08,1.60,,0.0,0.0,Normal
0.1320,5.77,0.32,,0.0,0.0,Normal
0.1360,3.17,-0.05,,0.0,0.0,Normal
0.1400,3.52,0.20,,0.0,0.0,Normal
0.1440,5.61,-1.27,,0.0,0.0,Normal
0.1480,3.41,-4.86,,0.0,0.0,Normal
0.1520,-1.54,-8.80,,0.0,0.0,Normal
0.1560,-3.20,-9.75,,0.0,0.0,Normal
0.1600,-0.90,-8.09,,0.0,0.0,Normal
0.1640,2.21,-6.13,,0.0,0.0,Normal
0.1680,2.41,-5.27,,0.0,0.0,Normal
0.1720,0.00,-6.34,,0.0,0.0,Normal
0.1760,-1.56,-5.15,,0.0,0.0,Normal
0.1800,-1.47,-0.70,,0.0,0.0,Normal
0.1840,-0.21,1.26,,0.0,0.0,Normal
0.1880,0.07,-1.86,,0.0,0.0,Normal
0.1920,-2.82,-6.37,,0.0,0.0,Normal
0.1960,-5.44,-6.82,,0.0,0.0,Normal
0.2000,-5.78,-5.05,,0.0,0.0,Normal
0.2040,-5.39,-4.40,,0.0,0.0,Normal
0.2080,-2.40,-3.34,,0.0,0.0,Normal
0.2120,0.60,-2.79,,0.0,0.0,Normal
0.2160,-1.12,-1.89,,0.0,0.0,Normal
0.2200,-2.10,0.62,,0.0,0.0,Normal
0.2240,2.55,2.09,,0.0,0.0,Normal
0.2280,8.50,2.84,,0.0,0.0,Normal
0.2320,10.08,3.60,,0.0,0.0,Normal
0.2360,7.79,3.89,,0.0,0.0,Normal
0.2400,6.53,5.06,,0.0,0.0,Normal
0.2440,7.02,6.39,,0.0,0.0,Normal
0.2480,8.55,5.24,,0.0,0.0,Normal
0.2520,9.34,4.07,,0.0,0.0,Normal
0.2560,5.32,6.25,,0.0,0.0,Normal
0.2600,1.99,7.83,,0.0,0.0,Normal
0.2640,5.52,7.13,,0.0,0.0,Normal
0.2680,8.41,5.54,,0.0,0.0,Normal
0.2720,5.60,2.69,,0.0,0.0,Normal
0.2760,3.26,2.55,,0.0,0.0,Normal
0.2800,4.31,5.78,,0.0,0.0,Normal
0.2840,4.95,7.16,,0.0,0.0,Normal
0.2880,4.16,5.49,,0.0,0.0,Normal
0.2920,3.27,4.29,,0.0,0.0,Normal
0.2960,2.46,5.55,,0.0,0.0,Normal
0.3000,1.75,4.92,,0.0,0.0,Normal
0.3040,1.08,2.88,,0.0,0.0,Normal
0.3080,1.91,3.93,,0.0,0.0,Normal
0.3120,2.96,3.57,,0.0,0.0,Normal
0.3160,0.63,0.74,,0.0,0.0,Normal
0.3200,-2.96,0.37,,0.0,0.0,Normal
0.3240,-4.52,0.46,,0.0,0.0,Normal
0.3280,-3.91,-1.76,,0.0,0.0,Normal
