# SampleRate: 250
# Created: 2026-06-09T14:53:01
Time,CH1,CH2,Marker,Valence,Arousal,TaskLabel
0.0000,-2.61,-7.57,,0.0,0.0,Normal
0.0040,-4.51,-8.00,,0.0,0.0,Normal
0.0080,-1.75,-6.72,,0.0,0.0,Normal
0.0120,-1.52,-6.52,,0.0,0.0,Normal
0.0160,-4.28,-7.03,,0.0,0.0,Normal
0.0200,-4.48,-7.41,,0.0,0.0,Normal
0.0240,-2.73,-4.89,,0.0,0.0,Normal
0.0280,-0.35,-2.09,,0.0,0.0,Normal
0.0320,1.43,-3.04,,0.0,0.0,Normal
0.0360,0.98,-4.60,,0.0,0.0,Normal
0.0400,0.95,-2.21,,0.0,0.0,Normal
0.0440,3.58,2.69,,0.0,0.0,Normal
0.0480,6.87,4.49,,0.0,0.0,Normal
0.0520,7.51,4.69,,0.0,0.0,Normal
0.0560,6.20,4.63,,0.0,0.0,Normal
0.0600,4.79,1.58,,0.0,0.0,Normal
0.0640,3.61,1.29,,0.0,0.0,Normal
0.0680,4.80,5.49,,0.0,0.0,Normal
0.0720,6.21,6.61,,0.0,0.0,Normal
0.0760,6.27,4.72,,0.0,0.0,Normal
0.0800,8.63,6.49,,0.0,0.0,Normal
0.0840,10.90,10.55,,0.0,0.0,Normal
0.0880,10.02,10.24,,0.0,0.0,Normal
0.0920,7.56,7.80,,0.0,0.0,Normal
0.0960,3.94,5.22,,0.0,0.0,Normal
0.1000,0.79,1.23,,0.0,0.0,Normal
0.1040,-0.87,-0.03,,0.0,0.0,Normal
0.1080,-2.47,0.42,,0.0,0.0,Normal
0.1120,-3.16,-0.50,,0.0,0.0,Normal
0.1160,-1.97,-2.31,,0.0,0.0,Normal
0.1200,-1.62,-3.11,,0.0,0.0,Normal
0.1240,-2.39,0.65,,0.0,0.0,Normal
0.1280,-0.72,5.25,,0.0,0.0,Normal
0.1320,2.76,6.30,,0.0,0.0,Normal
0.1360,5.19,6.51,,0.0,0.0,Normal
0.1400,4.28,7.73,,0.0,0.0,Normal
0.1440,-0.00,7.48,,0.0,0.0,Normal
0.1480,-1.43,4.55,,0.0,0.0,Normal
0.1520,1.75,4.71,,0.0,0.0,Normal
0.1560,3.76,7.10,,0.0,0.0,Normal
0.1600,2.46,6.15,,0.0,0.0,Normal
0.1640,0.23,6.15,,0.0,0.0,Normal
0.1680,-0.61,7.32,,0.0,0.0,Normal
0.1720,-0.03,6.70,,0.0,0.0,Normal
0.1760,1.40,6.48,,0.0,0.0,Normal
0.1800,2.35,6.06,,0.0,0.0,Normal
0.1840,1.24,4.86,,0.0,0.0,Normal
0.1880,0.99,4.44,,0.0,0.0,Normal
0.1920,3.50,5.14,,0.0,0.0,Normal
0.1960,5.48,5.34,,0.0,0.0,Normal
0.2000,4.23,5.37,,0.0,0.0,Normal
0.2040,1.78,6.21,,0.0,0.0,Normal
0.2080,1.94,5.15,,0.0,0.0,Normal
0.2120,2.86,3.34,,0.0,0.0,Normal
0.2160,1.73,1.91,,0.0,0.0,Normal
0.2200,-0.36,0.25,,0.0,0.0,Normal
0.2240,-2.73,0.87,,0.0,0.0,Normal
0.2280,-4.47,1.12,,0.0,0.0,Normal
0.2320,-4.76,-0.54,,0.0,0.0,Normal
0.2360,-3.48,-1.99,,0.0,0.0,Normal
0.2400,-2.67,-2.48,,0.0,0.0,Normal
0.2440,-3.95,0.24,,0.0,0.0,Normal
0.2480,-4.74,2.49,,0.0,0.0,Normal
0.2520,-4.85,0.28,,0.0,0.0,Normal
0.2560,-5.21,-2.35,,0.0,0.0,Normal
0.2600,-5.88,-1.49,,0.0,0.0,Normal
0.2640,-7.11,1.23,,0.0,0.0,Normal
0.2680,-5.96,0.73,,0.0,0.0,Normal
0.2720,-3.71,-1.91,,0.0,0.0,Normal
0.2760,-5.16,-3.39,,0.0,0.0,Normal
0.2800,-7.36,-3.41,,0.0,0.0,Normal
0.2840,-5.46,-1.36,,0.0,0.0,Normal
0.2880,-2.14,-0.13,,0.0,0.0,Normal
0.2920,-1.74,-0.59,,0.0,0.0,Normal
0.2960,-2.57,-2.30,,0.0,0.0,Normal
0.3000,-2.76,-5.82,,0.0,0.0,Normal
0.3040,-3.69,-7.23,,0.0,0.0,Normal
0.3080,-5.19,-6.21,,0.0,0.0,Normal
0.3120,-6.46,-4.39,,0.0,0.0,Normal
0.3160,-8.05,-4.89,,0.0,0.0,Normal
0.3200,-10.78,-9.78,,0.0,0.0,Normal
0.3240,-11.03,-9.47,,0.0,0.0,Normal
0.3280,-6.26,-3.38,,0.0,0.0,Normal
0.3320,-2.80,-1.81,,0.0,0.0,Normal
0.3360,-1.55,-1.52,,0.0,0.0,Normal
0.3400,1.11,2.29,,0.0,0.0,Normal
0.3440,1.00,4.24,,0.0,0.0,Normal
0.3480,-1.32,3.62,,0.0,0.0,Normal
0.3520,-0.69,3.70,,0.0,0.0,Normal
0.3560,0.51,0.50,,0.0,0.0,Normal
0.3600,-1.93,-4.33,,0.0,0.0,Normal
0.3640,-6.02,-3.56,,0.0,0.0,Normal
